date,district,temperature_c,rainfall_mm,humidity_pct
2024-02-23,Gweru,23.51,0.699,35.66
2024-02-24,Gweru,19.87,1.375,43.6
2024-02-25,Gweru,21.64,1.193,48.2
2024-02-26,Gweru,21.19,0.799,48.25
2024-02-27,Gweru,23.56,3.75,56.01
2024-02-28,Gweru,21.28,6.773,60.01
2024-02-29,Gweru,22.89,3.06,57.62
2024-03-01,Gweru,26.2,7.689,69.4
2024-03-02,Gweru,26.11,7.494,66.14
2024-03-03,Gweru,26.1,2.465,65.41
2024-03-04,Gweru,25.95,0.97,46.85
2024-03-05,Gweru,24.11,2.568,56.63
2024-03-06,Gweru,22.76,12.965,67.79
2024-03-07,Gweru,22.88,15.306,70.17
2024-03-08,Gweru,24.03,4.08,60.59
2024-03-09,Gweru,23.13,24.732,79.35
2024-03-10,Gweru,25.22,4.523,55.33
2024-03-11,Gweru,23.12,16.92,77.84
2024-03-12,Gweru,25.42,12.332,66.35
2024-03-13,Gweru,23.1,2.245,47.4
2024-03-14,Gweru,25.42,14.568,65.55
2024-03-15,Gweru,23.43,10.302,76.46
2024-03-16,Gweru,27.38,10.999,68.42
2024-03-17,Gweru,24.3,19.888,63.07
2024-03-18,Gweru,26.69,7.871,63.2
2024-03-19,Gweru,24.87,5.78,75.12
2024-03-20,Gweru,25.83,55.513,75.47
2024-03-21,Gweru,24.04,19.849,63.05
2024-03-22,Gweru,23.51,11.318,66.85
2024-03-23,Gweru,24.88,4.699,58.82
2024-03-24,Gweru,22.53,34.045,83.69
2024-03-25,Gweru,23.96,22.94,71.41
2024-03-26,Gweru,27.33,9.087,70.89
2024-03-27,Gweru,26.82,51.406,79.3
2024-03-28,Gweru,24.61,9.678,70.85
2024-03-29,Gweru,25.33,82.701,76.68
2024-03-30,Gweru,25.39,39.705,71.4
2024-03-31,Gweru,29.66,99.456,74.67
2024-04-01,Gweru,26.08,46.927,78.08
2024-04-02,Gweru,23.67,78.723,67.73
2024-04-03,Gweru,25.35,30.759,73.63
2024-04-04,Gweru,26.02,8.669,67.97
2024-04-05,Gweru,25.39,86.216,83.5
2024-04-06,Gweru,26.93,93.909,72.86
2024-04-07,Gweru,27.1,56.673,79.36
2024-04-08,Gweru,24.84,65.395,75.45
2024-04-09,Gweru,29.0,24.985,80.74
2024-04-10,Gweru,29.38,28.722,69.45
2024-04-11,Gweru,27.87,21.093,69.53
2024-04-12,Gweru,27.4,253.755,77.48
2024-04-13,Gweru,24.88,34.732,72.49
2024-04-14,Gweru,25.15,138.606,78.36
2024-04-15,Gweru,23.74,139.432,81.71
2024-04-16,Gweru,24.74,28.45,80.53
2024-04-17,Gweru,26.53,20.734,77.53
2024-04-18,Gweru,28.97,148.394,71.67
2024-04-19,Gweru,24.25,38.268,81.66
2024-04-20,Gweru,25.42,9.618,71.05
2024-04-21,Gweru,27.07,57.528,76.88
2024-04-22,Gweru,28.16,286.223,79.82
2024-04-23,Gweru,27.83,19.367,72.62
2024-04-24,Gweru,28.47,154.983,88.23
2024-04-25,Gweru,26.33,131.364,86.2
2024-04-26,Gweru,28.11,50.042,73.1
2024-04-27,Gweru,25.95,96.455,73.42
2024-04-28,Gweru,26.89,2.033,50.69
2024-04-29,Gweru,27.08,20.424,61.1
2024-04-30,Gweru,26.96,2.931,55.94
2024-05-01,Gweru,26.39,0.55,53.48
2024-05-02,Gweru,27.17,1.061,37.6
2024-05-03,Gweru,27.61,0.131,46.83
2024-05-04,Gweru,26.52,2.012,53.19
2024-05-05,Gweru,27.6,0.005,25.44
2024-05-06,Gweru,27.43,1.266,49.23
2024-05-07,Gweru,30.58,0.501,54.16
2024-05-08,Gweru,27.49,2.121,39.79
2024-05-09,Gweru,25.87,0.71,42.51
2024-05-10,Gweru,24.37,1.015,35.88
2024-05-11,Gweru,26.71,0.732,42.54
2024-05-12,Gweru,28.64,1.664,53.47
2024-05-13,Gweru,28.9,1.948,50.76
2024-05-14,Gweru,25.13,2.055,50.88
2024-05-15,Gweru,28.81,0.266,34.16
2024-05-16,Gweru,26.63,0.262,44.88
2024-05-17,Gweru,28.16,0.437,40.95
2024-05-18,Gweru,26.64,0.208,31.78
2024-05-19,Gweru,30.33,1.98,57.04
2024-05-20,Gweru,27.63,0.027,47.01
2024-05-21,Gweru,25.46,1.216,47.54
2024-05-22,Gweru,27.99,1.116,52.22
2024-05-23,Gweru,24.97,1.118,43.61
2024-05-24,Gweru,29.02,0.053,41.46
2024-05-25,Gweru,29.51,1.236,45.65
2024-05-26,Gweru,29.54,0.598,44.02
2024-05-27,Gweru,29.61,0.273,40.94
2024-05-28,Gweru,26.1,1.233,49.67
2024-05-29,Gweru,29.5,0.231,46.29
2024-05-30,Gweru,25.18,1.85,43.52
2024-05-31,Gweru,25.76,0.266,36.48
2024-06-01,Gweru,27.85,0.54,47.29
2024-06-02,Gweru,29.26,0.387,46.88
2024-06-03,Gweru,28.83,0.625,43.4
2024-06-04,Gweru,26.0,0.384,46.16
2024-06-05,Gweru,28.15,0.203,37.97
2024-06-06,Gweru,26.48,0.602,43.6
2024-06-07,Gweru,27.5,0.156,39.92
2024-06-08,Gweru,31.81,0.218,43.71
2024-06-09,Gweru,26.82,0.264,37.45
2024-06-10,Gweru,27.31,0.26,33.03
2024-06-11,Gweru,26.54,0.128,45.2
2024-06-12,Gweru,22.73,0.103,40.14
2024-06-13,Gweru,27.54,0.415,48.01
2024-06-14,Gweru,24.8,0.261,43.35
2024-06-15,Gweru,24.59,0.827,48.23
2024-06-16,Gweru,25.39,0.049,46.33
2024-06-17,Gweru,27.61,0.111,48.17
2024-06-18,Gweru,27.46,0.633,45.89
2024-06-19,Gweru,28.68,0.86,41.25
2024-06-20,Gweru,26.13,0.336,43.06
2024-06-21,Gweru,27.37,0.087,37.06
2024-06-22,Gweru,27.59,0.403,39.03
2024-06-23,Gweru,26.56,0.198,38.63
2024-06-24,Gweru,28.53,0.868,46.55
2024-06-25,Gweru,26.24,0.121,34.61
2024-06-26,Gweru,28.95,0.25,48.12
2024-06-27,Gweru,28.56,0.03,43.34
2024-06-28,Gweru,26.94,0.153,38.03
2024-06-29,Gweru,25.27,0.153,32.99
2024-06-30,Gweru,22.79,0.324,41.79
2024-07-01,Gweru,25.97,0.082,44.57
2024-07-02,Gweru,26.94,1.165,40.95
2024-07-03,Gweru,27.17,0.743,38.86
2024-07-04,Gweru,26.68,1.081,43.43
2024-07-05,Gweru,25.68,0.025,43.1
2024-07-06,Gweru,27.4,0.485,39.2
2024-07-07,Gweru,23.43,0.03,41.61
2024-07-08,Gweru,28.95,0.099,32.21
2024-07-09,Gweru,26.94,0.139,34.52
2024-07-10,Gweru,26.7,0.048,45.83
2024-07-11,Gweru,24.14,0.041,44.91
2024-07-12,Gweru,23.58,0.229,44.64
2024-07-13,Gweru,24.91,0.181,25.32
2024-07-14,Gweru,26.01,0.47,42.26
2024-07-15,Gweru,24.64,0.074,43.17
2024-07-16,Gweru,23.45,0.263,42.32
2024-07-17,Gweru,23.77,0.233,35.64
2024-07-18,Gweru,24.82,0.012,47.05
2024-07-19,Gweru,26.25,0.004,36.5
2024-07-20,Gweru,23.6,0.029,45.2
2024-07-21,Gweru,25.15,0.503,44.7
2024-07-22,Gweru,23.87,0.028,39.16
2024-07-23,Gweru,23.57,0.062,34.97
2024-07-24,Gweru,22.62,0.261,37.38
2024-07-25,Gweru,22.99,0.056,44.01
2024-07-26,Gweru,26.04,0.711,43.49
2024-07-27,Gweru,23.62,0.389,45.06
2024-07-28,Gweru,23.29,0.249,33.06
2024-07-29,Gweru,23.51,0.338,39.1
2024-07-30,Gweru,21.66,0.356,40.89
2024-07-31,Gweru,24.88,0.052,47.96
2024-08-01,Gweru,23.37,0.351,33.06
2024-08-02,Gweru,22.97,0.729,45.46
2024-08-03,Gweru,25.32,0.126,48.25
2024-08-04,Gweru,24.21,0.047,45.07
2024-08-05,Gweru,22.26,0.053,36.19
2024-08-06,Gweru,22.12,0.419,38.62
2024-08-07,Gweru,20.34,0.154,32.75
2024-08-08,Gweru,22.0,0.105,47.93
2024-08-09,Gweru,23.27,0.31,41.12
2024-08-10,Gweru,24.47,0.098,37.42
2024-08-11,Gweru,20.4,0.404,46.39
2024-08-12,Gweru,19.89,0.768,39.23
2024-08-13,Gweru,21.7,0.097,40.44
2024-08-14,Gweru,23.39,0.832,64.36
2024-08-15,Gweru,23.62,0.047,37.1
2024-08-16,Gweru,23.52,0.098,37.39
2024-08-17,Gweru,21.25,0.535,37.25
2024-08-18,Gweru,21.98,0.174,40.85
2024-08-19,Gweru,22.4,0.381,40.36
2024-08-20,Gweru,19.51,0.117,32.08
2024-08-21,Gweru,21.92,0.228,42.2
2024-08-22,Gweru,23.58,0.633,37.53
2024-08-23,Gweru,23.54,0.16,39.1
2024-08-24,Gweru,22.52,0.315,47.07
2024-08-25,Gweru,22.04,0.041,46.06
2024-08-26,Gweru,21.01,0.496,39.95
2024-08-27,Gweru,20.86,0.121,39.4
2024-08-28,Gweru,19.25,0.797,52.34
2024-08-29,Gweru,19.06,0.349,38.98
2024-08-30,Gweru,23.03,0.407,41.47
2024-08-31,Gweru,21.32,0.156,40.66
2024-09-01,Gweru,21.4,0.113,34.44
2024-09-02,Gweru,19.71,0.425,41.28
2024-09-03,Gweru,22.51,0.094,44.76
2024-09-04,Gweru,23.74,0.438,39.9
2024-09-05,Gweru,20.08,0.229,44.33
2024-09-06,Gweru,18.82,0.533,48.08
2024-09-07,Gweru,18.5,0.054,37.36
2024-09-08,Gweru,18.08,0.531,46.17
2024-09-09,Gweru,18.82,0.066,51.12
2024-09-10,Gweru,20.25,0.184,39.91
2024-09-11,Gweru,17.1,0.003,38.11
2024-09-12,Gweru,21.11,0.221,46.17
2024-09-13,Gweru,18.66,0.099,33.75
2024-09-14,Gweru,18.18,0.72,50.38
2024-09-15,Gweru,18.73,0.536,47.77
2024-09-16,Gweru,18.03,0.124,41.03
2024-09-17,Gweru,20.09,0.434,32.54
2024-09-18,Gweru,19.74,0.26,40.31
2024-09-19,Gweru,16.95,0.83,49.19
2024-09-20,Gweru,20.84,1.34,38.34
2024-09-21,Gweru,21.31,0.146,45.74
2024-09-22,Gweru,18.76,0.024,45.52
2024-09-23,Gweru,19.79,0.182,38.22
2024-09-24,Gweru,15.22,0.642,49.27
2024-09-25,Gweru,20.12,0.189,36.82
2024-09-26,Gweru,18.41,0.158,31.44
2024-09-27,Gweru,17.97,0.261,47.23
2024-09-28,Gweru,19.58,0.093,45.51
2024-09-29,Gweru,19.2,0.085,41.72
2024-09-30,Gweru,19.9,0.528,38.1
2024-10-01,Gweru,17.25,0.525,39.45
2024-10-02,Gweru,18.7,0.363,49.45
2024-10-03,Gweru,19.74,0.057,35.37
2024-10-04,Gweru,20.33,1.167,55.51
2024-10-05,Gweru,14.82,0.257,42.33
2024-10-06,Gweru,19.41,0.164,43.75
2024-10-07,Gweru,21.98,0.73,48.21
2024-10-08,Gweru,18.6,0.032,48.29
2024-10-09,Gweru,18.42,0.284,37.64
2024-10-10,Gweru,18.67,0.218,46.89
2024-10-11,Gweru,20.87,0.259,47.54
2024-10-12,Gweru,17.77,0.526,47.84
2024-10-13,Gweru,18.93,0.031,35.62
2024-10-14,Gweru,16.53,0.126,44.82
2024-10-15,Gweru,17.95,0.04,35.46
2024-10-16,Gweru,16.4,0.098,38.18
2024-10-17,Gweru,16.61,0.398,43.63
2024-10-18,Gweru,15.88,0.112,44.53
2024-10-19,Gweru,17.32,0.119,39.17
2024-10-20,Gweru,15.85,0.094,45.19
2024-10-21,Gweru,21.33,0.018,38.4
2024-10-22,Gweru,16.31,0.016,37.89
2024-10-23,Gweru,16.13,0.073,40.77
2024-10-24,Gweru,17.93,0.229,43.82
2024-10-25,Gweru,14.88,0.151,50.38
2024-10-26,Gweru,17.4,0.779,49.38
2024-10-27,Gweru,16.88,0.362,35.87
2024-10-28,Gweru,15.9,0.637,40.71
2024-10-29,Gweru,15.46,0.057,47.82
2024-10-30,Gweru,15.96,0.362,43.0
2024-10-31,Gweru,19.61,0.179,34.86
2024-11-01,Gweru,13.77,1.165,51.18
2024-11-02,Gweru,19.54,0.263,40.61
2024-11-03,Gweru,18.99,0.284,42.5
2024-11-04,Gweru,17.19,0.24,37.15
2024-11-05,Gweru,17.92,0.059,34.91
2024-11-06,Gweru,17.14,0.049,39.35
2024-11-07,Gweru,18.0,0.275,48.47
2024-11-08,Gweru,18.56,0.074,43.64
2024-11-09,Gweru,15.84,0.264,52.15
2024-11-10,Gweru,17.68,0.073,47.67
2024-11-11,Gweru,16.72,0.855,44.07
2024-11-12,Gweru,16.63,0.283,46.32
2024-11-13,Gweru,15.31,0.064,35.29
2024-11-14,Gweru,16.13,0.295,43.07
2024-11-15,Gweru,16.19,0.042,37.65
2024-11-16,Gweru,18.99,0.023,43.99
2024-11-17,Gweru,17.18,0.178,37.02
2024-11-18,Gweru,18.33,0.569,38.61
2024-11-19,Gweru,20.1,0.156,44.04
2024-11-20,Gweru,16.27,0.481,46.1
2024-11-21,Gweru,16.97,0.052,45.1
2024-11-22,Gweru,20.66,0.24,42.36
2024-11-23,Gweru,18.26,0.181,53.52
2024-11-24,Gweru,15.45,0.09,33.7
2024-11-25,Gweru,17.64,0.717,44.68
2024-11-26,Gweru,17.46,0.218,43.49
2024-11-27,Gweru,18.65,0.169,34.02
2024-11-28,Gweru,14.85,0.013,47.08
2024-11-29,Gweru,19.17,0.081,38.59
2024-11-30,Gweru,16.76,0.364,45.07
2024-12-01,Gweru,16.42,0.011,34.48
2024-12-02,Gweru,20.83,0.126,37.55
2024-12-03,Gweru,19.57,0.037,34.79
2024-12-04,Gweru,17.43,0.083,41.09
2024-12-05,Gweru,16.71,0.184,45.62
2024-12-06,Gweru,19.98,0.15,33.81
2024-12-07,Gweru,16.67,0.084,38.76
2024-12-08,Gweru,16.6,0.025,46.75
2024-12-09,Gweru,17.95,0.792,40.44
2024-12-10,Gweru,17.02,0.081,47.5
2024-12-11,Gweru,17.92,0.347,43.93
2024-12-12,Gweru,18.11,0.18,44.32
2024-12-13,Gweru,17.49,0.307,42.59
2024-12-14,Gweru,18.04,0.188,43.26
2024-12-15,Gweru,18.51,1.101,50.53
2024-12-16,Gweru,18.32,0.22,42.01
2024-12-17,Gweru,16.88,0.047,48.38
2024-12-18,Gweru,18.16,0.357,45.28
2024-12-19,Gweru,18.16,0.145,50.14
2024-12-20,Gweru,16.39,0.347,32.86
2024-12-21,Gweru,19.52,1.201,51.21
2024-12-22,Gweru,17.63,0.346,39.6
2024-12-23,Gweru,19.46,0.209,42.91
2024-12-24,Gweru,19.93,0.287,38.55
2024-12-25,Gweru,17.65,0.208,45.31
2024-12-26,Gweru,16.45,0.179,44.8
2024-12-27,Gweru,18.29,0.285,40.07
2024-12-28,Gweru,20.1,0.771,40.03
2024-12-29,Gweru,17.63,0.008,41.09
2024-12-30,Gweru,20.97,0.964,50.0
2024-12-31,Gweru,16.64,0.024,43.18
2025-01-01,Gweru,19.47,0.11,37.87
2025-01-02,Gweru,19.5,0.365,43.53
2025-01-03,Gweru,19.96,0.228,47.57
2025-01-04,Gweru,17.77,0.941,38.78
2025-01-05,Gweru,21.78,0.24,49.95
2025-01-06,Gweru,19.05,0.319,36.5
2025-01-07,Gweru,20.15,0.245,36.84
2025-01-08,Gweru,18.11,0.088,31.01
2025-01-09,Gweru,19.77,0.149,37.32
2025-01-10,Gweru,20.76,0.138,34.33
2025-01-11,Gweru,19.21,0.185,30.94
2025-01-12,Gweru,18.35,0.157,33.99
2025-01-13,Gweru,20.6,0.231,39.6
2025-01-14,Gweru,18.2,0.6,40.01
2025-01-15,Gweru,19.74,0.211,38.02
2025-01-16,Gweru,20.76,0.277,40.79
2025-01-17,Gweru,18.43,0.296,46.69
2025-01-18,Gweru,22.26,0.166,35.38
2025-01-19,Gweru,18.11,0.817,49.02
2025-01-20,Gweru,20.79,0.632,46.17
2025-01-21,Gweru,20.21,0.283,36.14
2025-01-22,Gweru,19.49,0.15,34.82
2025-01-23,Gweru,16.91,0.408,43.33
2025-01-24,Gweru,20.23,0.144,45.89
2025-01-25,Gweru,21.49,0.238,40.74
2025-01-26,Gweru,20.85,0.183,43.7
2025-01-27,Gweru,21.56,0.362,47.4
2025-01-28,Gweru,19.25,0.03,40.89
2025-01-29,Gweru,21.61,0.663,39.13
2025-01-30,Gweru,20.55,0.195,44.74
2025-01-31,Gweru,22.46,1.002,44.03
2025-02-01,Gweru,20.29,0.095,55.08
2025-02-02,Gweru,21.64,0.079,36.86
2025-02-03,Gweru,21.73,0.822,42.04
2025-02-04,Gweru,21.5,0.144,46.29
2025-02-05,Gweru,23.04,0.133,39.65
2025-02-06,Gweru,22.67,0.088,41.09
2025-02-07,Gweru,22.09,0.584,44.36
2025-02-08,Gweru,22.63,0.197,38.98
2025-02-09,Gweru,20.85,0.067,37.96
2025-02-10,Gweru,19.1,0.454,49.22
2025-02-11,Gweru,22.33,0.163,36.47
2025-02-12,Gweru,23.09,0.303,28.63
2025-02-13,Gweru,20.16,0.025,32.32
2025-02-14,Gweru,25.45,0.33,49.67
2025-02-15,Gweru,22.94,0.061,38.02
2025-02-16,Gweru,21.86,0.379,39.74
2025-02-17,Gweru,23.74,0.318,45.29
2025-02-18,Gweru,23.48,0.067,29.28
2025-02-19,Gweru,23.07,0.794,44.29
2025-02-20,Gweru,22.43,1.042,46.55
2025-02-21,Gweru,23.84,1.659,50.43
2025-02-22,Gweru,22.91,1.241,45.77
2025-02-23,Gweru,22.23,1.588,41.79
2025-02-24,Gweru,23.53,1.014,49.58
2025-02-25,Gweru,23.47,6.358,50.79
2025-02-26,Gweru,22.04,1.397,43.09
2025-02-27,Gweru,23.41,3.335,56.3
2025-02-28,Gweru,25.5,13.878,70.22
2025-03-01,Gweru,22.56,6.116,58.2
2025-03-02,Gweru,21.98,2.428,49.14
2025-03-03,Gweru,24.99,1.617,42.6
2025-03-04,Gweru,21.79,0.456,40.94
2025-03-05,Gweru,23.58,0.787,34.02
2025-03-06,Gweru,23.17,9.453,58.35
2025-03-07,Gweru,21.77,0.234,48.29
2025-03-08,Gweru,22.86,1.387,47.47
2025-03-09,Gweru,25.26,1.396,43.64
2025-03-10,Gweru,23.01,1.307,49.78
2025-03-11,Gweru,22.36,3.153,41.47
2025-03-12,Gweru,23.5,2.918,55.33
2025-03-13,Gweru,22.87,12.716,71.21
2025-03-14,Gweru,24.31,31.057,68.21
2025-03-15,Gweru,25.66,0.377,44.31
2025-03-16,Gweru,23.2,7.442,66.83
2025-03-17,Gweru,21.51,39.674,78.13
2025-03-18,Gweru,27.89,14.281,75.62
2025-03-19,Gweru,26.58,62.633,77.37
2025-03-20,Gweru,26.62,30.929,76.23
2025-03-21,Gweru,24.14,11.107,71.17
2025-03-22,Gweru,23.14,17.936,68.62
2025-03-23,Gweru,24.62,101.983,75.11
2025-03-24,Gweru,24.79,7.631,72.66
2025-03-25,Gweru,25.14,19.731,82.41
2025-03-26,Gweru,25.89,23.774,68.31
2025-03-27,Gweru,25.69,5.28,58.13
2025-03-28,Gweru,24.63,21.982,75.87
2025-03-29,Gweru,25.34,64.13,81.64
2025-03-30,Gweru,25.34,12.388,62.61
2025-03-31,Gweru,26.76,7.116,66.62
2025-04-01,Gweru,24.46,101.432,84.16
2025-04-02,Gweru,25.13,28.955,73.04
2025-04-03,Gweru,24.84,42.981,79.86
2025-04-04,Gweru,25.36,7.793,62.98
2025-04-05,Gweru,24.25,9.804,70.26
2025-04-06,Gweru,24.2,156.25,81.09
2025-04-07,Gweru,25.37,3.281,56.37
2025-04-08,Gweru,29.65,25.041,77.74
2025-04-09,Gweru,25.91,38.966,66.79
2025-04-10,Gweru,27.02,10.654,73.0
2025-04-11,Gweru,24.07,27.348,73.43
2025-04-12,Gweru,26.1,42.517,77.92
2025-04-13,Gweru,28.44,140.848,74.85
2025-04-14,Gweru,28.01,153.79,78.02
2025-04-15,Gweru,25.83,155.738,88.54
2025-04-16,Gweru,29.86,13.7,70.18
2025-04-17,Gweru,26.97,67.707,75.2
2025-04-18,Gweru,27.64,50.238,79.66
2025-04-19,Gweru,25.66,34.952,80.78
2025-04-20,Gweru,27.03,24.121,65.52
2025-04-21,Gweru,25.2,65.562,71.72
2025-04-22,Gweru,27.2,71.335,77.87
2025-04-23,Gweru,27.84,172.125,85.99
2025-04-24,Gweru,27.69,13.253,62.55
2025-04-25,Gweru,26.46,109.796,80.47
2025-04-26,Gweru,25.36,133.162,79.27
2025-04-27,Gweru,30.73,8.812,60.19
2025-04-28,Gweru,27.44,13.034,74.04
2025-04-29,Gweru,29.51,131.224,82.1
2025-04-30,Gweru,27.14,122.603,77.85
2025-05-01,Gweru,24.99,0.3,41.78
2025-05-02,Gweru,27.03,0.712,44.92
2025-05-03,Gweru,29.35,1.396,46.52
2025-05-04,Gweru,28.05,0.626,44.34
2025-05-05,Gweru,27.36,2.202,61.91
2025-05-06,Gweru,26.07,0.301,41.2
2025-05-07,Gweru,27.28,1.119,36.42
2025-05-08,Gweru,28.18,0.141,40.23
2025-05-09,Gweru,26.98,1.561,50.71
2025-05-10,Gweru,27.97,0.259,59.96
2025-05-11,Gweru,27.36,1.672,53.69
2025-05-12,Gweru,26.76,0.473,51.16
2025-05-13,Gweru,27.11,1.006,41.0
2025-05-14,Gweru,27.3,1.002,49.67
2025-05-15,Gweru,25.68,0.178,43.66
2025-05-16,Gweru,27.67,0.514,50.8
2025-05-17,Gweru,27.79,1.102,48.16
2025-05-18,Gweru,29.49,0.755,51.48
2025-05-19,Gweru,26.97,1.32,51.16
2025-05-20,Gweru,28.48,2.133,59.49
2025-05-21,Gweru,26.85,0.201,56.17
2025-05-22,Gweru,27.09,0.064,41.78
2025-05-23,Gweru,25.98,0.21,45.71
2025-05-24,Gweru,28.26,1.593,44.13
2025-05-25,Gweru,27.21,1.843,39.66
2025-05-26,Gweru,28.49,0.003,44.28
2025-05-27,Gweru,28.33,0.091,47.91
2025-05-28,Gweru,28.18,0.575,40.78
2025-05-29,Gweru,28.79,2.204,56.48
2025-05-30,Gweru,28.68,0.56,45.1
2025-05-31,Gweru,22.48,2.24,51.42
2025-06-01,Gweru,28.54,0.176,42.78
2025-06-02,Gweru,27.45,0.425,46.12
2025-06-03,Gweru,25.65,0.947,46.94
2025-06-04,Gweru,27.02,0.275,41.95
2025-06-05,Gweru,28.28,0.816,42.8
2025-06-06,Gweru,27.55,0.462,48.33
2025-06-07,Gweru,24.75,0.343,40.95
2025-06-08,Gweru,25.72,0.27,40.68
2025-06-09,Gweru,26.24,0.13,41.74
2025-06-10,Gweru,29.14,0.371,45.3
2025-06-11,Gweru,26.56,0.526,42.72
2025-06-12,Gweru,26.55,1.044,55.63
2025-06-13,Gweru,27.54,0.332,46.72
2025-06-14,Gweru,27.13,0.385,39.44
2025-06-15,Gweru,26.72,0.625,46.61
2025-06-16,Gweru,26.21,0.68,45.72
2025-06-17,Gweru,26.35,0.023,44.36
2025-06-18,Gweru,26.44,0.032,44.96
2025-06-19,Gweru,29.13,0.103,41.47
2025-06-20,Gweru,26.94,0.229,42.82
2025-06-21,Gweru,28.43,0.125,34.58
2025-06-22,Gweru,26.52,0.464,48.5
2025-06-23,Gweru,26.04,0.189,38.53
2025-06-24,Gweru,25.28,0.131,35.14
2025-06-25,Gweru,22.87,0.146,42.22
2025-06-26,Gweru,29.25,0.16,51.09
2025-06-27,Gweru,25.81,0.026,30.2
2025-06-28,Gweru,25.17,0.404,44.36
2025-06-29,Gweru,25.36,0.137,41.69
2025-06-30,Gweru,23.48,0.199,36.34
2025-07-01,Gweru,24.2,0.054,42.11
2025-07-02,Gweru,24.77,0.181,38.37
2025-07-03,Gweru,27.16,0.184,47.01
2025-07-04,Gweru,26.39,0.07,36.97
2025-07-05,Gweru,25.83,0.127,41.57
2025-07-06,Gweru,25.79,0.184,40.83
2025-07-07,Gweru,24.19,0.332,46.22
2025-07-08,Gweru,23.86,0.784,43.68
2025-07-09,Gweru,25.7,0.309,36.35
2025-07-10,Gweru,26.87,0.217,47.45
2025-07-11,Gweru,25.08,0.757,39.57
2025-07-12,Gweru,20.47,0.219,34.99
2025-07-13,Gweru,26.31,0.411,44.59
2025-07-14,Gweru,23.68,0.048,43.15
2025-07-15,Gweru,25.47,0.206,32.14
2025-07-16,Gweru,25.36,0.109,43.71
2025-07-17,Gweru,24.69,0.584,43.29
2025-07-18,Gweru,24.17,0.019,38.98
2025-07-19,Gweru,24.08,0.045,42.61
2025-07-20,Gweru,24.62,1.287,41.63
2025-07-21,Gweru,24.33,0.23,39.25
2025-07-22,Gweru,25.53,0.525,49.56
2025-07-23,Gweru,22.72,0.064,31.03
2025-07-24,Gweru,24.1,0.318,37.25
2025-07-25,Gweru,22.09,0.002,48.28
2025-07-26,Gweru,26.58,0.058,35.47
2025-07-27,Gweru,23.95,0.324,46.95
2025-07-28,Gweru,21.54,0.007,36.39
2025-07-29,Gweru,23.35,0.103,39.0
2025-07-30,Gweru,22.92,0.436,46.98
2025-07-31,Gweru,24.12,0.321,43.5
2025-08-01,Gweru,24.02,0.192,36.66
2025-08-02,Gweru,21.33,0.056,53.39
2025-08-03,Gweru,22.05,0.072,42.25
2025-08-04,Gweru,21.75,0.274,45.49
2025-08-05,Gweru,19.92,0.137,42.19
2025-08-06,Gweru,24.52,0.478,57.45
2025-08-07,Gweru,22.47,0.343,56.36
2025-08-08,Gweru,23.1,0.046,32.46
2025-08-09,Gweru,22.39,0.08,36.78
2025-08-10,Gweru,19.67,0.376,44.95
2025-08-11,Gweru,21.19,0.354,40.22
2025-08-12,Gweru,22.74,0.032,41.31
2025-08-13,Gweru,20.78,0.418,44.87
2025-08-14,Gweru,20.6,0.61,39.68
2025-08-15,Gweru,22.07,0.222,33.28
2025-08-16,Gweru,21.39,0.573,49.48
2025-08-17,Gweru,20.19,0.724,39.38
2025-08-18,Gweru,19.63,0.189,43.67
2025-08-19,Gweru,22.18,0.418,44.4
2025-08-20,Gweru,21.25,0.274,40.23
2025-08-21,Gweru,23.42,0.011,39.42
2025-08-22,Gweru,20.24,0.631,45.44
2025-08-23,Gweru,20.72,0.012,42.97
2025-08-24,Gweru,22.22,0.301,47.44
2025-08-25,Gweru,20.68,0.027,42.62
2025-08-26,Gweru,22.62,0.006,42.47
2025-08-27,Gweru,19.79,0.05,46.47
2025-08-28,Gweru,23.71,0.419,52.03
2025-08-29,Gweru,20.9,0.041,40.64
2025-08-30,Gweru,22.97,0.193,38.49
2025-08-31,Gweru,22.54,0.242,43.41
2025-09-01,Gweru,18.36,0.19,32.08
2025-09-02,Gweru,20.07,0.443,37.66
2025-09-03,Gweru,20.68,0.299,45.95
2025-09-04,Gweru,20.28,0.038,36.22
2025-09-05,Gweru,21.69,0.231,44.4
2025-09-06,Gweru,21.63,0.064,42.58
2025-09-07,Gweru,20.67,0.038,41.11
2025-09-08,Gweru,19.71,0.311,47.57
2025-09-09,Gweru,20.17,0.138,43.35
2025-09-10,Gweru,20.3,0.537,38.37
2025-09-11,Gweru,19.54,0.288,36.29
2025-09-12,Gweru,16.87,0.186,41.48
2025-09-13,Gweru,21.23,0.089,40.28
2025-09-14,Gweru,17.82,0.027,52.11
2025-09-15,Gweru,17.81,0.728,49.94
2025-09-16,Gweru,19.99,0.274,45.18
2025-09-17,Gweru,20.74,0.029,42.96
2025-09-18,Gweru,17.76,0.308,50.14
2025-09-19,Gweru,21.15,0.528,53.26
2025-09-20,Gweru,19.69,0.036,48.75
2025-09-21,Gweru,18.8,0.124,35.31
2025-09-22,Gweru,17.98,0.146,30.39
2025-09-23,Gweru,18.13,0.46,41.84
2025-09-24,Gweru,17.22,0.493,39.84
2025-09-25,Gweru,17.79,0.178,41.28
2025-09-26,Gweru,21.63,0.307,47.58
